2.600000000000000000e+02,1.700000000000000000e+02,9.000000000000000000e+01,-1.000000000000000000e+02,-9.800000000000000000e+01
2.610000000000000000e+02,2.070000000000000000e+02,1.100000000000000000e+02,-1.000000000000000000e+02,-9.800000000000000000e+01
2.630000000000000000e+02,2.450000000000000000e+02,1.300000000000000000e+02,-1.000000000000000000e+02,-9.800000000000000000e+01
2.640000000000000000e+02,2.840000000000000000e+02,1.500000000000000000e+02,-1.000000000000000000e+02,-9.800000000000000000e+01
2.660000000000000000e+02,3.220000000000000000e+02,1.700000000000000000e+02,-1.000000000000000000e+02,-9.800000000000000000e+01
2.680000000000000000e+02,3.600000000000000000e+02,1.900000000000000000e+02,-1.000000000000000000e+02,-9.800000000000000000e+01
2.680000000000000000e+02,3.990000000000000000e+02,2.100000000000000000e+02,-1.000000000000000000e+02,-9.800000000000000000e+01
2.700000000000000000e+02,4.360000000000000000e+02,2.300000000000000000e+02,-1.000000000000000000e+02,-9.800000000000000000e+01
3.000000000000000000e+02,1.690000000000000000e+02,9.000000000000000000e+01,-8.000000000000000000e+01,-9.800000000000000000e+01
3.010000000000000000e+02,2.070000000000000000e+02,1.100000000000000000e+02,-8.000000000000000000e+01,-9.800000000000000000e+01
3.030000000000000000e+02,2.450000000000000000e+02,1.300000000000000000e+02,-8.000000000000000000e+01,-9.800000000000000000e+01
3.030000000000000000e+02,2.830000000000000000e+02,1.500000000000000000e+02,-8.000000000000000000e+01,-9.800000000000000000e+01
3.040000000000000000e+02,3.210000000000000000e+02,1.700000000000000000e+02,-8.000000000000000000e+01,-9.800000000000000000e+01
3.060000000000000000e+02,3.590000000000000000e+02,1.900000000000000000e+02,-8.000000000000000000e+01,-9.800000000000000000e+01
3.080000000000000000e+02,3.970000000000000000e+02,2.100000000000000000e+02,-8.000000000000000000e+01,-9.800000000000000000e+01
3.100000000000000000e+02,4.350000000000000000e+02,2.300000000000000000e+02,-8.000000000000000000e+01,-9.800000000000000000e+01
1.960000000000000000e+02,2.780000000000000000e+02,9.000000000000000000e+01,-6.000000000000000000e+01,-9.800000000000000000e+01
3.390000000000000000e+02,2.050000000000000000e+02,1.100000000000000000e+02,-6.000000000000000000e+01,-9.800000000000000000e+01
3.400000000000000000e+02,2.430000000000000000e+02,1.300000000000000000e+02,-6.000000000000000000e+01,-9.800000000000000000e+01
3.400000000000000000e+02,2.820000000000000000e+02,1.500000000000000000e+02,-6.000000000000000000e+01,-9.800000000000000000e+01
3.420000000000000000e+02,3.200000000000000000e+02,1.700000000000000000e+02,-6.000000000000000000e+01,-9.800000000000000000e+01
3.450000000000000000e+02,3.580000000000000000e+02,1.900000000000000000e+02,-6.000000000000000000e+01,-9.800000000000000000e+01
3.450000000000000000e+02,3.960000000000000000e+02,2.100000000000000000e+02,-6.000000000000000000e+01,-9.800000000000000000e+01
3.460000000000000000e+02,4.340000000000000000e+02,2.300000000000000000e+02,-6.000000000000000000e+01,-9.800000000000000000e+01
3.750000000000000000e+02,1.670000000000000000e+02,9.000000000000000000e+01,-4.000000000000000000e+01,-9.800000000000000000e+01
